2.823308141011239503e+00,2.269102387607658589e+00,1.596506689189656880e+00,1.226839119400609412e+00,1.321684356000233596e+00,1.272864698524001081e+00
2.442847230997907015e+00,2.087863333142780053e+00,1.418746776829221901e+00,1.224380544793044479e+00,1.276100463550591924e+00,1.245307650490846685e+00
1.240884589414797734e+00,1.236862043223240670e+00,1.274915060318137838e+00,1.212408538200295149e+00,1.269494346669167273e+00,1.186691309980188125e+00
1.206608324739283145e+00,1.185600719454646068e+00,1.240040296853466950e+00,1.212357408456699259e+00,1.185369588300336563e+00,1.165730350427768292e+00
1.193749696421959161e+00,1.178125673895928927e+00,1.178389890321561051e+00,1.210422677152662052e+00,1.178022207131769417e+00,1.163442920443695128e+00
1.097476713763352540e+00,1.079173863262988586e+00,1.099668348773811921e+00,1.107830799634949681e+00,1.142968370355424312e+00,1.114080791135975801e+00
1.086575053386345857e+00,1.055941817790447157e+00,1.086916694740748035e+00,1.087218921335604938e+00,1.125558767366445112e+00,1.111825251889630772e+00
